Source,Summary
Marketing: And we are a fashion forward technology company.,0
"Industrial Designer: well my personal preferences here, well we have to keep it simple.",1
Project Manager: I hope our Industrial Designer does this better because this is.,0
Marketing: we want something that people want in their home.,0
Industrial Designer: So hopefully that makes sense for everyone in my kind of garbled way.,0
"Marketing: If we are going to add a speech interface, I'm not sure with trendy slim size of the remote control it would be able to put a speech recog.",1
"User Interface: But you ca not you ca not use Bluetooth all the time, twenty four hours a day.",1
"Marketing: Was that does that mean to it, single curve?",0
Project Manager: See what was on the agenda.,0
"Marketing: Strangely enough it is more important to be fancy than to be wi, now that is the second thing it has to be, it has to be technologically i innovative,",1
"Project Manager: We were talking about it being more, a lot more tangible.",0
"Project Manager: Y maybe, two? We have two special colours.",1
"Marketing: I think I think the fact that, you know, ninety one point two percent of fifteen to twenty five year olds are saying yes, I would pay more for a voice recognition remote control, does say quite a lot really.",1
"Project Manager: Yeah, production cost is at twelve fifty, so.",0
Industrial Designer: And the company logo.,1
"User Interface: which should not be th that difficult to implement, like eighty to hundred word.",1
User Interface: I give it a four now.,0
"User Interface: And again, using bigger buttons, less number of buttons are also preferred, as I see.",1
"Project Manager: But let is try it, with the different the designs, the functional designs.",1
Marketing: I also have a preference for rubber.,1
User Interface: it is like you press this or this or.,0
Marketing: Then a surprisingly great deal of people w indicated that an LCD screen in the remote control would be preferred.,0
"Project Manager: Energy source I think we have, I think we have decided batteries, although not exciting, are probably our best bet.",1
Marketing: I like the fact that on both of them the keys play such a prominent role.,1
Project Manager: Because the expensive parts are in either the advanced chip.,0
"Marketing: Ninety percent of the fifteen to twenty five year old market said that they would pay more, it goes down from there, seventy six percent for twenty five to thirty five, thirty five percent for thirty five to forty five, twenty two percent for forty five to fifty five, then eight percent for fifty five to sixty five.",1
Marketing: I do not know.,0
"User Interface: What about the buttons, would Would the buttons be wood too, or.",1
"Marketing: and then if someone wants to, you know, change the contrast on their TV, they should be able to do that, it should be accessible,",1
"Marketing: Yeah, i if it Yeah, if it costs gets too much, too expensive, then yeah, we should be sticking to rubber buttons.",1
Project Manager: And then we can we can use the time better.,0
Project Manager: So one for the quick zapping possibly one you know with just that rounded part that fits into your hand.,0
"User Interface: I dunno, what is the idea for.",0
Project Manager: I kind of think it is unique enough that I'd give it a one or a two.,1
"Marketing: I'm going to draw a butterfly, because I saw a butterfly yesterday, that seemed to be like the symbol of Spring arriving.",1
Industrial Designer: I also think this concept is not what the young people were looking for.,0
"Project Manager: But the current one, you'd say would be fancy, would be too.",0
"Industrial Designer: yeah, but i basically when I'm watching TV I'm just using like five buttons or so,",1
Project Manager: So I would also say this four.,0
Project Manager: That will it literally would just be a button.,0
"Marketing: One thing I did not say I think, is that a lot of users also said then I would buy a good looking remote control if there will be one.",1
"Project Manager: No the scroll wheel required the regular, so the.",1
Industrial Designer: I imagine that we could specify.,1
"Marketing: At the same time, it is important that it is easy to use.",1
Marketing: And how exactly does the kinetic energy work?,0
Marketing: It is easier to bit nice to handle.,0
"User Interface: What does double curved mean, I do not understand.",1
"Industrial Designer: So keep in mind that everything that you keep think of, it has to b to be built.",0
User Interface: scrollwheel is on the left side.,0
"Project Manager: now, it was function F eight.",1
Marketing: I think I think that will be too big tha too big then.,0
"Industrial Designer: Yeah, plus if anything that is special forms makes it slightly easier to use.",0
"User Interface: Yeah, it was a pleasure working with you.",1
Project Manager: I'm not confident enough.,0
"Project Manager: I mean obviously everyone we are you know sounds like we are all a bit sort of gadget heads, we like things that do everything at once, but you know, that is.",0
Project Manager: And Not sure what they mean by supplements.,1
"Marketing: I had a first part of mine was to make a remote control for a new f remote control for television, afterward I had a discussion about coffee so.",1
"Marketing: Besides that, I think the market for forty plus is like pretty small.",1
Project Manager: And it seems you get more information by email.,1
"Project Manager: we will probably get questionnaire in a minute, it is a.",0
Project Manager: Does not make.,0
"Project Manager: But maybe when you scroll away, back it will be normal,",0
Project Manager: in my interpretation of management is instructions is that yes it meets the requirement.,0
"Project Manager: You are the one that is gotta go, find out do th do the research, see what people want in a remote, what buttons are used more often, s stuff like that.",1
"Industrial Designer: So these are people who are gadgety, right?",1
User Interface: There are many buttons on a remote control which are not clear.,1
"Marketing: F not many buttons, u useable buttons.",1
"Industrial Designer: I was just wondering about the, what, what Genevieve said before, about having like some hidden controls like having the outer casing.",1
Industrial Designer: although I ca not see it on my screen.,0
Marketing: What ages are involved.,1
Marketing: That should be pretty nice colour.,0
"User Interface: Banana is yellow, yeah, definitely.",0
Project Manager: So it should be flashy or just more interesting.,1
Marketing: So on the on the top is better.,1
"User Interface: But I do not think when you are watching TV, hearing loud noises from the TV, someone screaming one, you f the channel switches, Yeah.",1
"User Interface: So we need some numbering buttons, some teletext things.",1
"Project Manager: I d I agree, I mean we are simply it is simply required to incorporate the corporate logo prominently.",0
Marketing: So we asked users what frustrates them the most about current remote controls.,0
Project Manager: Yeah it is below forty so we can decide where to.,0
Project Manager: first we have three steps of making the remote control.,0
"User Interface: No, I kne I knew.",0
Project Manager: and w when we to d for this one we have to make it more cheap.,1
Project Manager: and it might be too expensive.,0
"Marketing: Maybe we could think about how, could be more, you know, streamlined.",1
"Industrial Designer: well we have a single curve, which was maybe like the feel of the product is quite good.",1
"Project Manager: Do we take titanium smelling like fruit, or do we make spongy fruitylike.",1
Marketing: And we are all l going to list all the criterion.,0
"Industrial Designer: So well done with the management, I felt well managed.",1
Project Manager: for now this is this is.,0
"Industrial Designer: That is also short, catchy.",0
User Interface: But w like just normal light?,0
"Project Manager: this is the opening, then we will get I will hope we will get acquainted to each other.",1
Industrial Designer: So we cannot work on more than one page at same time.,1
User Interface: here here is just two pictures of remote controls.,0
Project Manager: I think you can turn it this way also.,0
"User Interface: And then we had just two buttons, we place them in the middle, the menu, for the teletext.",1
Marketing: And we put the fashion in electronics.,1
Project Manager: as you can see I mean that is taken up well over half of the price.,1
Project Manager: Problem comes here as you can see in the interface.,1
User Interface: And the kinetic energy part.,1
"User Interface: puts fashion into electronics, we should never forget about it.",0
Marketing: So spongy means y Yeah.,0
"Project Manager: So I might make this a two instead of a one, I guess.",1
Project Manager: so we are putting together a new remote control.,1
"Project Manager: So having this at twenty five Euros is quite attractive, I think.",0
Project Manager: And are they any special form?,0
"Industrial Designer: If we get an advanced chip which is used for the LCD, the display thing, then that is even more expensive.",1
"Industrial Designer: you need a user interface, which controls the chip, thus the messages, the user interface is that is basically just you kn the s sorta design of the actual remote which you hold in your hands, what buttons will be on it.",0
"Project Manager: Could be flat, you could insert your remote into it.",1
Marketing: But I thought it would be curved on two.,0
"Industrial Designer: when it comes to the chiponprint, as I said, the more advanced features you want, the fancier the chip has to be, the more expensive.",1
"Industrial Designer: Of course for the launch we use the basic ugly colours,",1
User Interface: Sorry can you just say that what is the what are our price goals again?,0
Industrial Designer: So you gotta decide which of those is more important to them.,1
Marketing: it was a report about an experiment with a lot of users.,0
Project Manager: of course we have not actually got a working model yet.,0
"Project Manager: We put the fashion in electronics,",0
Project Manager: here is the agenda for the meeting.,0
"Marketing: And there was something else, they kept track of the frequency per hour in using certain buttons.",1
"Marketing: Uhhuh, that was not very much.",1
Marketing: that is cool.,0
"Project Manager: I think we also have to go to our own rooms again, but well.",1
Industrial Designer: because it is really a team project with a team.,0
Industrial Designer: So I do not think it is that much of a problem.,0
Project Manager: and m maximise the profits.,0
"User Interface: well I think other than ge getting a sort of more aesthetically pleasing form for it, mo most of the sort of layout design decisions are are made, I would say.",1
"Industrial Designer: Yeah button shape might be a good idea to change, rather than rather than positioning,",0
"Project Manager: Cause I thought it was only men,",0
"Project Manager: Yes, I think just I just write a final report.",1
Industrial Designer: But all these things are usually inhouse so we do not have much problems.,0
User Interface: then I'd like to make a proposal.,1
Project Manager: it is only for televis.,0
"Marketing: you know, where you can use both hands, like a little keyboard type thing.",1
User Interface: Might be quite expensive to do that though.,1
"User Interface: well, there are l at least basic functions, like just th the channels one till nine, on, off switch, which must be clear with a red button or something like that.",1
"Industrial Designer: It can actually be flat or it can be curved, then the different types of materials that you can use, I do not think you can use them in a combination, but.",1
Industrial Designer: And we are having the speakers regular chip for control.,0
"Marketing: The target group has a weak spot for fruit, vegetables, like primary colours, spongy shape.",1
"Industrial Designer: so good news from me for me from Hamed, but bad news from Bob obviously, because spongy design, I do not like it as.",0
"Marketing: And how do you know? I mean, you got that email.",1
Project Manager: Maybe not even pointed.,1
Industrial Designer: So we will get to that later I guess.,0
"Project Manager: We have to look what the needs are, the effects of the functional design, how the the remote control works, so that is where we are going to look in the functional design, it is for the f next meeting.",1
User Interface: now my personal preferences.,1
"Project Manager: Well, every customer, they have their own ideas, they have their own test, so there is no end, there is no limit.",1
Project Manager: My name is Rose Lindgren.,1
User Interface: It is a scary cartoon dog.,0
Marketing: then forget about it.,1
"Project Manager: Electronic simple chip on print, we will need one of those.",1
"Project Manager: It sounds like the covers that they use for the remote, you know, your t your cell phone.",1
Marketing: I do not know if that is the correct word.,0
"Project Manager: 'Cause I mean we have all we all kind of agreed our product is satisfactory, it fits the budget, it is trendy.",1
Marketing: so this is just a presentation on the trends that we are gonna use to make the product stand out from the rest of the products out there at the moment.,0
"User Interface: But they want to talk into the remo remote control, or something,",1
"Industrial Designer: So I prefer kinetic because it is well, the costs are not that much higher, ju just a bit more hightech than a normal battery.",0
"Project Manager: So, do we have a hand dynamo? No.",0
"Marketing: Personally, I do not really think that I want one that is gonna go out of style or go stale, excuse the pun, in a year, so.",1
User Interface: then this this this can help us to decide which features we want to incorporate in our product.,1
"Marketing: but like so you'd just say remote five, you know, remote ten, remote one two nine.",1
"Marketing: And then ease of use was the third most important, whi so really, no matter what, we need to focus the most on fancy look, feel, according to this.",1
Project Manager: But that is not for me to decide.,0
Marketing: Then there are some onetime use function.,1
"Industrial Designer: Well, can we talk about something else?",0
"Industrial Designer: Maybe it can be yeah middle of like, between those two.",1
"Industrial Designer: It is not it is not quite a face plate, it is more like a pseudoface plate because it is simple enough.",0
"Industrial Designer: Now for buttons, normal requirements like bit coding, all those things are required.",0
"User Interface: basically the job of the device is to send commands to an appliance, in this case the television set.",1
"Industrial Designer: Have to think about the question, you know, 'cause it is I think that you know you can always you know.",0
"Marketing: I would say it is the Russian trick, but.",1
"Marketing: I was actually kind of upset you know at the budget, that we had to cut a lot of stuff.",1
"User Interface: we are probably gonna have to go with a like a medium chip, s I would imagine.",1
User Interface: You need a onoff switch I do not know how that got in there.,0
Industrial Designer: It should be.,1
Marketing: It is kind of like Eighties neonstyle.,0
Project Manager: You can look at it for s presentation.,0
"Industrial Designer: On the left a scroll button, on the right a scroll button.",0
User Interface: I made my own map.,0
User Interface: I found it as well.,0
"User Interface: So the scroll wheel, in or out?",1
"Project Manager: And like if the if the phone is under the couch, you might not see the light, so.",1
"Marketing: because I mean all the other remote controls on the market have infrared, so people do not expect anything other than infrared.",1
"Industrial Designer: Like with your keychain, if you whistle it goes it makes a sound.",1
"Marketing: And w when you want to use the parents option, you have to.",0
Industrial Designer: Yeah we need one integrated button for everything then.,1
"User Interface: Alright, so from when we were discussing specifying the case in the last meeting, we decided that we wanted an ergonomic shape, the material that we chose was wood, the colour would be customisable, 'cause you can stain the wood whatever colour.",1
"Industrial Designer: So, are there any more cycles in this process? I think not.",0
"Project Manager: so anyway, yeah, this is what we are gonna do afterwards, just lunch break, have more individual work after that, so let is see what we let is see we So you have to come up with a components concept, yeah.",1
"Industrial Designer: it does actually you know affect how, w whether you feel comfortable to communicate.",1
Project Manager: It does not work any more.,0
"Marketing: Ah, but in my instructions I think it said I was supposed to go to the board, do something.",0
Project Manager: First we have to make a functional design.,1
Marketing: So it might be helpful if we had a look at that.,0
"Industrial Designer: because we could produce, you know how cellphones have those overlays that you can change the colour.",1
Project Manager: I think we have to keep the LCD.,1
"Industrial Designer: I would not think so, 'cause we could probably get it from like, in bulk, from a newer company.",0
Marketing: With these new costings.,1
"User Interface: And you have to put in a number, so it works on your TV.",1
"Marketing: which I think given the target group is what you would expect, really.",0
User Interface: and I have just got an email from our technical department saying that they have broken through with some new speech recognition software that you can program in.,0
Project Manager: And as usual you will receive some specific instructions on.,0
"User Interface: Yeah, of course.",0
Marketing: And I'd prefer the corners to be round.,1
Marketing: I kinda I like the potato look.,1
"Marketing: with the current remote controls, the universal ones, you have to press yeah, you have to press a code for TV.",1
"Marketing: I think if we had a locating device with the small one, I think that seems way more advanced.",1
Project Manager: But that will be all worked out in other meetings.,0
"Project Manager: that is Kate, for the working design.",1
"Project Manager: But, really teamwork were you two.",0
"User Interface: It is been a little bit difficult to make sure that it is handholdable, that the user can use it, you know, it is not too big.",0
Industrial Designer: because I think it is.,0
Project Manager: I will be able to not answer them.,0
Marketing: I mean remote controls can be thin bits.,0
"Marketing: One thing I would want to see is is can we can we get a lifetime guarantee on this product, a normal use guarantee, which means that this product, for the for the life of the life use, if it should have a technical problem, that we could re replace it at no cost? That was something I would be interested in.",1
Industrial Designer: And these are three different types of or two different types three different types of shapes you can have.,1
"User Interface: And yeah, the last question I had about whether we wanted to incorporate n more functionalities, the answer was already no because of the last minute update.",1
"User Interface: Now this is a special, special feature which we have included.",0
Industrial Designer: It was a little confusion about my.,0
"Marketing: This is twice as important as the next finding, which is technologically innovative.",1
User Interface: And which you do not use.,0
"Project Manager: we well, we use the same file during the whole day, you can make new sheets by by pu puttin pressing on the blank button.",0
"Industrial Designer: Well, make it available in different colours, you mean?",1
"Marketing: Right, so that will be it.",0
Project Manager: we have been writing this up for m months.,0
"Industrial Designer: I think, it would not be such a bad idea to have a like a locator device, maybe a simple button that you have on your television to help you find your remote.",1
"User Interface: though you i it would be necessary to have have a m have a ha have a mode for programming it without the computer, just in case there are there are still people left out there who do not have them yet.",0
"Project Manager: Or you know, a b a b a series of you know three or four buttons with a menu button, then a side an s up, down type of thing, like on like on a DVD player.",1
"Project Manager: Well you could argue you might do it once a year, you would change,",1
"Project Manager: one concern with the rubber casing is that it would be rubber encapsulating all of these chips, diodes, delicate technology as.",0
"Industrial Designer: So, more research into that one.",1
Industrial Designer: and to reflect about it.,0
Project Manager: And it is not too complex to do it.,0
"Project Manager: yeah, not the b the watch kind.",0
"Industrial Designer: I think it is easier to use than a regular remote control, because when you push on the options menu, you get the various options entirely explained.",1
Marketing: And the third one is easy to use.,1
"Project Manager: We have to close this to finish this meeting, so.",0
"Project Manager: Well maybe there should be a separate button apart from the LCD,",1
Industrial Designer: Maybe our personal coach will have something to say about that.,0
User Interface: So if we can have a higher priced remote control I think that would really be worth something that would be worth implementing.,0
User Interface: And we are actua actually making a better profit than we expected.,0
"Industrial Designer: So you are right we can see in our R, D if the kinetic metal is sufficient to provide enough energy.",0
"User Interface: as what it, the major findings market researchers have said, it is the image, the appearance that people di dislike.",1
Project Manager: You do not see it at the ears?,0
Marketing: That does not fit in with the whole vegetable theme though.,0
"Marketing: And, yeah that they have lots of personality, be fit, in robust good health.",0
"Marketing: This stage of the evaluation is really for us as a team to evaluate if we have now got a product specification, prototype design that meets the criteria that we got from our market research.",0
"Project Manager: So that if that was in the voice recognition, that would be great.",1
"Project Manager: So twenty five Euro you expect a quite, well normal but good functioning user friendly remote control.",1
Industrial Designer: Not in depth.,1
"Marketing: They are never gonna come back, buy it.",0
"Industrial Designer: So we need to have some energy source to do what to do the functions, what we want on this portable device.",1
"User Interface: We are forgetting about that now, but.",1
User Interface: I'm just gonna go through the interface concept with yous now.,1
"Industrial Designer: With a scroll menu, a w scroll thing, a LCD.",1
"Project Manager: Trendy design, compact, strong.",0
"Project Manager: Like as of yet, that has nothing to do with, the way it will look.",0
"Project Manager: But, do w gonna gonna are we going to give it a twotone colour look, like the plastic mould is in one colour, the s the cushion pads around it are in another colour? Is that the idea? Is that a good idea?",0
Project Manager: but that is good.,0
User Interface: Well I will draw what I had drawn on the screen.,0
"User Interface: At the side, or something like that.",0
"Project Manager: That is true, but that is what we stick under the menu button.",1
"Project Manager: In that moment it has a sensor, i it gets a certain darkness, it ge has a sensor, it gives out a signal whether that be a light signal or a beep,",0
"Project Manager: you each have individual actions, I ID Industrial Design you have your components concept, User Interface, the user interface concept, market trend wa watching.",1
"Project Manager: That is just for the case material,",0
"User Interface: So, if we are trying to keep costs down, then maybe sacrificing the display is a way to go.",1
"Project Manager: Is it better? When you the menu, you have to go there.",0
"User Interface: But the thing that I find most interesting about this remote control, it is kind of difficult to to see in the slide, but it has a scroll wheel on it, which is kind of like a mouse scroll wheel, which I think is it is a really kind of important design aspect is it is 'Cause the thing is what a what we the presen this presentation we had is what we want the remote control to actually do.",1
"Marketing: So I dunno if there is something that diff, you know like five different face plates.",1
"Project Manager: under marketing we targeted our audience, yeah.",1
Industrial Designer: Twelve point three five.,1
"Marketing: Well you can see here, our target group would not do that.",1
Project Manager: you need a smart board application I think.,0
Project Manager: and the next big thing is the finance.,1
"Marketing: I had one of those, my brother, my dad, could have beat me up.",1
"Marketing: like question, is remote big enough, we can say it is true or it is false by steps.",0
Marketing: Instead of the current functional lookandfeel.,0
Industrial Designer: I dunno where she.,0
Project Manager: Well apparently now I write the final report.,1
"Project Manager: Yeah, that was a bit mean to put it in the end.",1
Project Manager: Do you have more to your presentation?,0
"User Interface: Fewer buttons, simpler to use, if ten percent is hidden away if ten percent is what is used, maybe the other fifty percent, the buttons that are used very rarely like programming, they could be hidden maybe under some remote controls you might have come across have maybe a little flip thi thing where they are hidden away.",1
Industrial Designer: No 'cause it is samples sens sample speaker.,0
"Industrial Designer: Yes, that is really possible.",0
Industrial Designer: So I will say two.,1
Project Manager: It is very promising.,0
Project Manager: So s four?,0
Industrial Designer: And we seem to have least something in each criteria.,0
"Project Manager: first is the functional design, this is where we all go off, do our individual work, what needs need to be fulfilled by the product, what effects the product has to have, how it is actually going to do that.",1
"User Interface: So using some LCDs we can touch, so we can remove keys, just having, I dunno the name, LCD responding to fingers.",1
User Interface: So we should make it too complex.,0
"User Interface: Because all the TV sets will be digital, right.",1
"Project Manager: Then we will take the decision on the remote control needed functions, then I will assign you the task for the next part of the meeting.",0
"Marketing: you do not normally have a car,",0
"User Interface: They want something that looks nice, that is not gonna break when they drop it, that you know that maybe it is ergonomic, it feels good in your hand, something like that.",1
"Marketing: I do not know, I mean I guess the two options are if we had our remote in the shape of a fruit or vegetable.",1
Industrial Designer: But then we come to the costs.,1
"Project Manager: bright funky designs inspired by fruit, keeping with the hip kind of feel.",1
Project Manager: But then again you do not want you know like the first mobile phone that was this big.,0
"Industrial Designer: that dif batteries right, Batteries go weak as well, so after a while you have to point it towards the towards the equipment you wanna control with it, right? So, have to m show which is the front, which is the back.",0
"Project Manager: And plus these two, f plus the mute button, it is will be eighteen.",1
Project Manager: so now we are on the conceptual design meeting.,1
Project Manager: First a little about the project aim.,1
"Industrial Designer: Yeah, I think an LCD screen might be good in theory, but not as useful in practice.",1
"User Interface: This is our remote control, with the flip panel as you can see.",1
Industrial Designer: it is chos So that should be hard plastic.,1
Industrial Designer: But I think that that collides with our mission to make it very cheap.,0
User Interface: So I think all three groups will need to interact quite a bit.,1
"Project Manager: It is an uni an unique feature,",0
"Industrial Designer: I'm Manuel, I'm the Industrial Designer in this project.",0
"Marketing: but I feel like if this was a team project there actually would have been much more of the collaborative like brainstorming, use the board well, this would have been six months' worth of work, not like three hours' worth of meetings.",1
Project Manager: I think it would be simpler.,1
Marketing: And that is on the camera.,0
"Project Manager: and who we all are, stuff like that, get bit more of an idea together of what is going on.",0
User Interface: we just chose simple shapes for all them.,1
Project Manager: for many reasons.,0
Industrial Designer: That happened to me all the time though.,0
"User Interface: there is an a athe aesthetic value, but not functionality.",1
"Marketing: Then And the second thing, some companies they think that they should have more, more functions of the users or in their remote controls, but rather than those having more functions in the remote controls we should emphasise what actually consumer want, what they operate, rather than making it too complicated.",1
Marketing: It is gotta be lowcost or highcost with special design features.,0
"Industrial Designer: Well y you have also the language problem,",0
"Marketing: Actually had a cable between it, the TV.",0
Project Manager: so we have this at the moment.,0
Marketing: Sometimes they play a movie.,0
Industrial Designer: Do you want to present it?,0
"User Interface: Yeah, like up, down, left, right.",0
"Project Manager: But you have to fill in this column, huh?",0
"User Interface: So if you lift up the panel, you can see the lovely yellow LCD display.",1
Industrial Designer: Deadlines were sometimes very short.,0
Marketing: And you need a you need a speaker.,0
Marketing: is that appropriate? You are saying the triple A batteries are small or the surrounding it?,0
"Marketing: And we do not w I mean so many remote controls look absolutely identical,",1
User Interface: So remote control beeps when you click that button on the home station.,1
Industrial Designer: there is also a chip inside the remote which does all the computer type things.,0
"Project Manager: we have new project requirements, we are not going to be using teletext,",1
Industrial Designer: and that is the back of the interface.,0
"User Interface: And then changeable fonts, so.",1
"User Interface: But th Yeah, that can be very simple.",1
Project Manager: I will for industrial design.,1
User Interface: Though it would have been nice to be able to transfer the transfer our n our paper notes onto the computer ourselves.,0
"User Interface: Or just leave it? could make an a volume button scroll, volume button.",0
"User Interface: Because So it works like good morning remote control, then the remote control says good morning.",0
"Project Manager: but only the I think that if you can put different kind of devices in one remote control, it makes it a lot easier as well.",1
User Interface: So you'd have to have like.,0
"Project Manager: Although I think we yeah, but we could still make a remote control that ap applies more to young people by giving it another colour already.",1
Industrial Designer: And three D curved is also in depth.,1
"User Interface: So we need to know all the different you know all the different signals, so that will require some memory as well.",0
User Interface: No rubber buttons or something.,1
"Industrial Designer: and basically it can have a flat surface, a curved surface or a double curved surface, but I think if we wanna use standard components, we are gonna have difficulty with anything much beyond that.",1
Industrial Designer: But you might as well do it in normal computer style.,1
"Industrial Designer: In fact, I will give it some more.",0
"Project Manager: one thing that we have almost not talked about at all, my apologies for that, user interface, we also need to maybe get the slogan in here, it is,",1
"Project Manager: we want to know to at the end to know the new project is requirement so we need to know the user needs that we want to fulfil to fulfil the from the technical part we want to know how it going to work, third part I do not remember.",0
"Marketing: and if it is was not edible then Well, normal babies.",0
"User Interface: When you saw th li Earlier when we selected it, w I could not erase anything.",0
"Project Manager: well see you all in about thirty minutes, then.",1
"Industrial Designer: This one is, I suppose for the younger audiences.",1
Project Manager: Put it in there wire on it.,0
Industrial Designer: but the prices I read are high.,0
Industrial Designer: so that gives us a more trendy look as well.,0
"Marketing: But you have that little thing that comes up at the bottom, tells you what is on.",0
"Project Manager: So And after that we have to make decisions, what we will do.",1
"User Interface: Well, I do not ha really have much to add, because most of things we already said in the previous discussion.",0
"User Interface: with a m yeah, w if we dis, when we s discussed that we might like this flipping open thing, then I mean y you can use it as a normal remote control,",1
"Project Manager: Is the project evaluated? We are all happy that it meets all the criteria,",0
"Marketing: Yes, further market research will be needed to kind of focus on what that is, it is gonna be different for a fifteen year old th for somebody who is sixty.",1
"Project Manager: We could just have the logo in yellow,",1
Marketing: In the middle.,1
"Project Manager: General project, what is i in For example, I thou I thought we were pretty creative in what we created.",1
"Industrial Designer: Well the thing is, if it was had an alarm system,",0
Industrial Designer: There are a few buttons connected.,0
"User Interface: But if you are programming the colour of the TV, do not display twenty other options that are possible.",0
"Marketing: So what I have, wh where I have got my information from is a survey where the usability lab observed remote control use with a hundred subjects, then they gave them a questionnaire.",1
"Marketing: And again these are all things we have kind of already come up with on our own, but this just backs it up.",1
Industrial Designer: But do not we wanna make the background the bright colo colours? So th the total of the thing is very bright?,0
"Marketing: When we did f fashions, recent fashion our recent fashion update shows that.",0
"User Interface: Not that we actually know anything about it,",1
"User Interface: Would you be able to, put the little device anywhere? 'Cause is not our remote control for all TVs, so.",1
Marketing: You have to you have to Because some fat people with d thick fingers will press three buttons at same time.,1
"Marketing: Yeah, but then you have to choose the always with r universal remotes you have to choose the code.",1
"Project Manager: further yes we must think, do we stay to television only, the television as we as we all know it with broadcasting signals, you ca not go back h, or do we go further as Matthew indicated by supporting recording devices?",1
"Marketing: There were six true or ones, four pardon me, two s almost true or close to true, so that was four points, then one false, seven points, so seventeen divided by nine we are between one, two.",1
Industrial Designer: 'Cause if it is just like constructed in the same way as like the front cover of a mobile phone.,0
Project Manager: I will go back to my own presentation.,0
"Industrial Designer: I also think that th f the feel of it is, when you hold it, is something that was expressed more in my design.",1
"Project Manager: We decided our target group is the focus on who can afford it, because we have international appeal, we said it is for all age groups, different functions of it.",1
"Project Manager: so another important part of the project is about money, about so about finances.",1
"Project Manager: It is more true than false, about a two.",1
Marketing: current remote controls do not match well with the operating behaviour of the user.,0
Marketing: The second most important aspect is that a remote sh that the remote control should be technologically innovative.,0
Industrial Designer: With the articulators.,0
"Marketing: And neither did the older generation, but the younger generation who we are catering for, like who have most of the money nowadays, do want a voice act speech recognition in a remote.",1
Marketing: considering the little amount of input we had going in.,1
User Interface: So the s a button less.,0
Industrial Designer: So you are more likely to b.,0
"User Interface: a regular chip, which is like the medium porridge the medium expense.",1
Industrial Designer: another thing I think we d missed out on the last meeting was the fact that we should consider the environmental impact of our design.,0
Industrial Designer: This would actually show the circuit diagram.,1
"Industrial Designer: And that would probably, I d, well what you said before about it being a more profitable simplistic design.",1
"User Interface: The bu the mute button to switch the volume on, o on, off.",1
User Interface: Well it is kinda both of us.,0
"Marketing: Now I think it'd be cool if you had one remote control that could work with all TVs, you know you s you click a button, it finds the frequency that works with your particular television.",1
User Interface: Because it it is not it is not it is not difficult.,0
"Project Manager: Pretty much kept to the company strategy, so I would go for a a one, as we not only kept it, but we were limited by.",1
"Marketing: I do not know whether it is one of those things that like sort of having all fruit shaped keys, that probably would go out of fashion very quickly,",0
"Project Manager: Well a worry that was expressed in the new requirements was that if we made this too complex it would e it would effect how long how long it took us to get this to market, so I th suspect it might be a good idea just to restrict our kind of our creative influence on this on the user interface, not worry so much about how we transmit it.",0
Marketing: Some things that I drew from this are that I think we were correct.,1
Marketing: Then we did some research to the most relevant functions.,1
"Project Manager: speech recognition potentially, flat screen interface, LCD interface we also want to limit the nber of buttons so we will pretty much take that one as read.",1
"Project Manager: Just give five with them, just in a box.",1
"Industrial Designer: which yeah would have all of all of the available functions for the remote on it, whereas the bot the bottom screen would just contain the standard buttons, like the vo volume up, down, channel up, down, power on, off, things to that effect.",0
Marketing: And we can make special features.,0
Industrial Designer: There is a user interface here.,1
"Project Manager: Anyway, we will take this project in three steps, three pha three phase of design.",0
Marketing: We only actually needed one computer.,1
"User Interface: But is our research about bi large LCD sh display, or just a small one we want to use?",0
Industrial Designer: The one at the top.,0
Industrial Designer: It is not a microphone.,0
"Project Manager: Yeah, you can also do that, but maybe.",0
Marketing: I mean working remotes we already have.,1
Marketing: That is my dic that is my presentation.,0
Industrial Designer: For a TV the most important feature which I felt was the locator which is a cool feature.,1
Industrial Designer: could put it at one or two I would say.,0
"User Interface: And use friendly, yeah.",0
"User Interface: I dunno if you should take that in consideration, or that you just should aim for the normal TVs.",0
Project Manager: There are a few but in general not.,0
Project Manager: So you are User Interface guy.,1
"User Interface: but they both say V on them,",1
Project Manager: Use pen format.,1
"Project Manager: But it can be battery consuming, no? To have the light always on?",0
Industrial Designer: I dunno what you were talking about but.,0
User Interface: I do not know.,0
"Industrial Designer: so push buttons for the traditional users so that they do not feel they are alienated, just a scroll button with push technology for channel selection, volume control, teletext browsing.",0
Project Manager: did we decide on a chip? Let is go with a simple chip?,0
Marketing: But I do not think that is really an issue any more 'cause Well might be.,0
User Interface: And everyone is gonna be satisfied.,0
Marketing: Yeah but for instance when you change channels you can have you can just go to the next one or go to channel twenty five.,1
"User Interface: And were there any factors that were not important in the survey, that they said we do not want?",0
Marketing: then the methodology I adopted to find out all this was market survey.,0
"Project Manager: Yeah I know, but if I wanna go to say number like sixty five, channel sixty five, if I press the six it will go to channel six, then I will press the plus, then it will go to six, then put the five, it will go to sixty five?",1
"Project Manager: Few buttons, we talked about that.",1
"Project Manager: but what, what are other tef technical things we have to discuss?",0
Marketing: We already discussed that.,1
"Project Manager: But wha th our basic idea y I mean, you gonna we are probably gonna have like two type of materials, like the d b the plastic enclosure, then the pads that surround it.",1
